Zeile;Time;Concentration;Mean 10s;TimeMean
52034;;;#DIV/0!;00.01.1900 00:00:00
52035;;;#DIV/0!;00.01.1900 00:00:00
52036;;;#DIV/0!;00.01.1900 00:00:00
52037;;;#DIV/0!;00.01.1900 00:00:00
52038;;;#DIV/0!;00.01.1900 00:00:00
52039;;;#DIV/0!;00.01.1900 00:00:00
52040;;;#DIV/0!;00.01.1900 00:00:00
52041;;;#DIV/0!;00.01.1900 00:00:00
52042;;;#DIV/0!;00.01.1900 00:00:00
52043;;;#DIV/0!;00.01.1900 00:00:00
52044;;;#DIV/0!;00.01.1900 00:00:00
52045;;;#DIV/0!;00.01.1900 00:00:00
52046;;;#DIV/0!;00.01.1900 00:00:00
52047;;;#DIV/0!;00.01.1900 00:00:00
52048;;;#DIV/0!;00.01.1900 00:00:00
52049;;;#DIV/0!;00.01.1900 00:00:00
52050;;;#DIV/0!;00.01.1900 00:00:00
52051;;;#DIV/0!;00.01.1900 00:00:00
52052;;;#DIV/0!;00.01.1900 00:00:00
52053;;;#DIV/0!;00.01.1900 00:00:00
52054;;;#DIV/0!;00.01.1900 00:00:00
52055;;;#DIV/0!;00.01.1900 00:00:00
52056;;;#DIV/0!;00.01.1900 00:00:00
52057;;;#DIV/0!;00.01.1900 00:00:00
52058;;;#DIV/0!;00.01.1900 00:00:00
52059;;;#DIV/0!;00.01.1900 00:00:00
52060;;;#DIV/0!;00.01.1900 00:00:00
52061;;;#DIV/0!;00.01.1900 00:00:00
52062;;;#DIV/0!;00.01.1900 00:00:00
52063;;;#DIV/0!;00.01.1900 00:00:00
52064;;;#DIV/0!;00.01.1900 00:00:00
52065;;;#DIV/0!;00.01.1900 00:00:00
52066;;;#DIV/0!;00.01.1900 00:00:00
52067;;;#DIV/0!;00.01.1900 00:00:00
52068;;;#DIV/0!;00.01.1900 00:00:00
52069;;;#DIV/0!;00.01.1900 00:00:00
52070;;;#DIV/0!;00.01.1900 00:00:00
52071;;;#DIV/0!;00.01.1900 00:00:00
52072;;;#DIV/0!;00.01.1900 00:00:00
52073;;;#DIV/0!;00.01.1900 00:00:00
52074;;;#DIV/0!;00.01.1900 00:00:00
52075;;;#DIV/0!;00.01.1900 00:00:00
52076;;;#DIV/0!;00.01.1900 00:00:00
52077;;;#DIV/0!;00.01.1900 00:00:00
52078;;;#DIV/0!;00.01.1900 00:00:00
52079;;;#DIV/0!;00.01.1900 00:00:00
52080;;;#DIV/0!;00.01.1900 00:00:00
52081;;;#DIV/0!;00.01.1900 00:00:00
52082;;;#DIV/0!;00.01.1900 00:00:00
52083;;;#DIV/0!;00.01.1900 00:00:00
52084;;;#DIV/0!;00.01.1900 00:00:00
52085;;;#DIV/0!;00.01.1900 00:00:00
52086;;;#DIV/0!;00.01.1900 00:00:00
52087;;;#DIV/0!;00.01.1900 00:00:00
52088;;;#DIV/0!;00.01.1900 00:00:00
52089;;;#DIV/0!;00.01.1900 00:00:00
52090;;;#DIV/0!;00.01.1900 00:00:00
52091;;;#DIV/0!;00.01.1900 00:00:00
52092;;;#DIV/0!;00.01.1900 00:00:00
52093;;;#DIV/0!;00.01.1900 00:00:00
52094;;;#DIV/0!;00.01.1900 00:00:00
52095;;;#DIV/0!;00.01.1900 00:00:00
52096;;;#DIV/0!;00.01.1900 00:00:00
52097;;;#DIV/0!;00.01.1900 00:00:00
52098;;;#DIV/0!;00.01.1900 00:00:00
52099;;;#DIV/0!;00.01.1900 00:00:00
52100;;;#DIV/0!;00.01.1900 00:00:00
52101;;;#DIV/0!;00.01.1900 00:00:00
52102;;;#DIV/0!;00.01.1900 00:00:00
52103;;;#DIV/0!;00.01.1900 00:00:00
52104;;;#DIV/0!;00.01.1900 00:00:00
52105;;;#DIV/0!;00.01.1900 00:00:00
52106;;;#DIV/0!;00.01.1900 00:00:00
52107;;;#DIV/0!;00.01.1900 00:00:00
52108;;;#DIV/0!;00.01.1900 00:00:00
52109;;;#DIV/0!;00.01.1900 00:00:00
52110;;;#DIV/0!;00.01.1900 00:00:00
52111;;;#DIV/0!;00.01.1900 00:00:00
52112;;;#DIV/0!;00.01.1900 00:00:00
52113;;;#DIV/0!;00.01.1900 00:00:00
52114;;;#DIV/0!;00.01.1900 00:00:00
52115;;;#DIV/0!;00.01.1900 00:00:00
52116;;;#DIV/0!;00.01.1900 00:00:00
52117;;;#DIV/0!;00.01.1900 00:00:00
52118;;;#DIV/0!;00.01.1900 00:00:00
52119;;;#DIV/0!;00.01.1900 00:00:00
52120;;;#DIV/0!;00.01.1900 00:00:00
52121;;;#DIV/0!;00.01.1900 00:00:00
52122;;;#DIV/0!;00.01.1900 00:00:00
52123;;;#DIV/0!;00.01.1900 00:00:00
52124;;;#DIV/0!;00.01.1900 00:00:00
52125;;;#DIV/0!;00.01.1900 00:00:00
52126;;;#DIV/0!;00.01.1900 00:00:00
52127;;;#DIV/0!;00.01.1900 00:00:00
52128;;;#DIV/0!;00.01.1900 00:00:00
52129;;;#DIV/0!;00.01.1900 00:00:00
52130;;;#DIV/0!;00.01.1900 00:00:00
52131;;;#DIV/0!;00.01.1900 00:00:00
52132;;;#DIV/0!;00.01.1900 00:00:00
52133;;;#DIV/0!;00.01.1900 00:00:00
52134;;;#DIV/0!;00.01.1900 00:00:00
52135;;;#DIV/0!;00.01.1900 00:00:00
52136;;;#DIV/0!;00.01.1900 00:00:00
52137;;;#DIV/0!;00.01.1900 00:00:00
52138;;;#DIV/0!;00.01.1900 00:00:00
52139;;;#DIV/0!;00.01.1900 00:00:00
52140;;;#DIV/0!;00.01.1900 00:00:00
52141;;;#DIV/0!;00.01.1900 00:00:00
52142;;;#DIV/0!;00.01.1900 00:00:00
52143;;;#DIV/0!;00.01.1900 00:00:00
52144;;;#DIV/0!;00.01.1900 00:00:00
52145;;;#DIV/0!;00.01.1900 00:00:00
52146;;;#DIV/0!;00.01.1900 00:00:00
52147;;;#DIV/0!;00.01.1900 00:00:00
52148;;;#DIV/0!;00.01.1900 00:00:00
52149;;;#DIV/0!;00.01.1900 00:00:00
52150;;;#DIV/0!;00.01.1900 00:00:00
52151;;;#DIV/0!;00.01.1900 00:00:00
52152;;;#DIV/0!;00.01.1900 00:00:00
52153;;;#DIV/0!;00.01.1900 00:00:00
52154;;;#DIV/0!;00.01.1900 00:00:00
52155;;;#DIV/0!;00.01.1900 00:00:00
52156;;;#DIV/0!;00.01.1900 00:00:00
52157;;;#DIV/0!;00.01.1900 00:00:00
52158;;;#DIV/0!;00.01.1900 00:00:00
52159;;;#DIV/0!;00.01.1900 00:00:00
52160;;;#DIV/0!;00.01.1900 00:00:00
52161;;;#DIV/0!;00.01.1900 00:00:00
52162;;;#DIV/0!;00.01.1900 00:00:00
52163;;;#DIV/0!;00.01.1900 00:00:00
52164;;;#DIV/0!;00.01.1900 00:00:00
52165;;;#DIV/0!;00.01.1900 00:00:00
52166;;;#DIV/0!;00.01.1900 00:00:00
52167;;;#DIV/0!;00.01.1900 00:00:00
52168;;;#DIV/0!;00.01.1900 00:00:00
52169;;;#DIV/0!;00.01.1900 00:00:00
52170;;;#DIV/0!;00.01.1900 00:00:00
52171;;;#DIV/0!;00.01.1900 00:00:00
52172;;;#DIV/0!;00.01.1900 00:00:00
52173;;;#DIV/0!;00.01.1900 00:00:00
52174;;;#DIV/0!;00.01.1900 00:00:00
52175;;;#DIV/0!;00.01.1900 00:00:00
52176;;;#DIV/0!;00.01.1900 00:00:00
52177;;;#DIV/0!;00.01.1900 00:00:00
52178;;;#DIV/0!;00.01.1900 00:00:00
52179;;;#DIV/0!;00.01.1900 00:00:00
52180;;;#DIV/0!;00.01.1900 00:00:00
52181;;;#DIV/0!;00.01.1900 00:00:00
52182;;;#DIV/0!;00.01.1900 00:00:00
52183;;;#DIV/0!;00.01.1900 00:00:00
52184;;;#DIV/0!;00.01.1900 00:00:00
52185;;;#DIV/0!;00.01.1900 00:00:00
52186;;;#DIV/0!;00.01.1900 00:00:00
52187;;;#DIV/0!;00.01.1900 00:00:00
52188;;;#DIV/0!;00.01.1900 00:00:00
52189;;;#DIV/0!;00.01.1900 00:00:00
52190;;;#DIV/0!;00.01.1900 00:00:00
52191;;;#DIV/0!;00.01.1900 00:00:00
52192;;;#DIV/0!;00.01.1900 00:00:00
52193;;;#DIV/0!;00.01.1900 00:00:00
52194;;;#DIV/0!;00.01.1900 00:00:00
52195;;;#DIV/0!;00.01.1900 00:00:00
52196;;;#DIV/0!;00.01.1900 00:00:00
52197;;;#DIV/0!;00.01.1900 00:00:00
52198;;;#DIV/0!;00.01.1900 00:00:00
52199;;;#DIV/0!;00.01.1900 00:00:00
52200;;;#DIV/0!;00.01.1900 00:00:00
52201;;;#DIV/0!;00.01.1900 00:00:00
52202;;;#DIV/0!;00.01.1900 00:00:00
52203;;;#DIV/0!;00.01.1900 00:00:00
52204;;;#DIV/0!;00.01.1900 00:00:00
52205;;;#DIV/0!;00.01.1900 00:00:00
52206;;;#DIV/0!;00.01.1900 00:00:00
52207;;;#DIV/0!;00.01.1900 00:00:00
52208;;;#DIV/0!;00.01.1900 00:00:00
52209;;;#DIV/0!;00.01.1900 00:00:00
52210;;;#DIV/0!;00.01.1900 00:00:00
52211;;;#DIV/0!;00.01.1900 00:00:00
52212;;;#DIV/0!;00.01.1900 00:00:00
52213;;;#DIV/0!;00.01.1900 00:00:00
52214;;;#DIV/0!;00.01.1900 00:00:00
52215;;;#DIV/0!;00.01.1900 00:00:00
52216;;;#DIV/0!;00.01.1900 00:00:00
52217;;;#DIV/0!;00.01.1900 00:00:00
52218;;;#DIV/0!;00.01.1900 00:00:00
52219;;;#DIV/0!;00.01.1900 00:00:00
52220;;;#DIV/0!;00.01.1900 00:00:00
52221;;;#DIV/0!;00.01.1900 00:00:00
52222;;;#DIV/0!;00.01.1900 00:00:00
52223;;;#DIV/0!;00.01.1900 00:00:00
52224;;;#DIV/0!;00.01.1900 00:00:00
52225;;;#DIV/0!;00.01.1900 00:00:00
52226;;;#DIV/0!;00.01.1900 00:00:00
52227;;;#DIV/0!;00.01.1900 00:00:00
52228;;;#DIV/0!;00.01.1900 00:00:00
52229;;;#DIV/0!;00.01.1900 00:00:00
52230;;;#DIV/0!;00.01.1900 00:00:00
52231;;;#DIV/0!;00.01.1900 00:00:00
52232;;;#DIV/0!;00.01.1900 00:00:00
52233;;;#DIV/0!;00.01.1900 00:00:00
52234;;;#DIV/0!;00.01.1900 00:00:00
52235;;;#DIV/0!;00.01.1900 00:00:00
52236;;;#DIV/0!;00.01.1900 00:00:00
52237;;;#DIV/0!;00.01.1900 00:00:00
52238;;;#DIV/0!;00.01.1900 00:00:00
52239;;;#DIV/0!;00.01.1900 00:00:00
52240;;;#DIV/0!;00.01.1900 00:00:00
52241;;;#DIV/0!;00.01.1900 00:00:00
52242;;;#DIV/0!;00.01.1900 00:00:00
52243;;;#DIV/0!;00.01.1900 00:00:00
52244;;;#DIV/0!;00.01.1900 00:00:00
52245;;;#DIV/0!;00.01.1900 00:00:00
52246;;;#DIV/0!;00.01.1900 00:00:00
52247;;;#DIV/0!;00.01.1900 00:00:00
52248;;;#DIV/0!;00.01.1900 00:00:00
52249;;;#DIV/0!;00.01.1900 00:00:00
52250;;;#DIV/0!;00.01.1900 00:00:00
52251;;;#DIV/0!;00.01.1900 00:00:00
52252;;;#DIV/0!;00.01.1900 00:00:00
52253;;;#DIV/0!;00.01.1900 00:00:00
52254;;;#DIV/0!;00.01.1900 00:00:00
52255;;;#DIV/0!;00.01.1900 00:00:00
52256;;;#DIV/0!;00.01.1900 00:00:00
52257;;;#DIV/0!;00.01.1900 00:00:00
52258;;;#DIV/0!;00.01.1900 00:00:00
52259;;;#DIV/0!;00.01.1900 00:00:00
52260;;;#DIV/0!;00.01.1900 00:00:00
52261;;;#DIV/0!;00.01.1900 00:00:00
52262;;;#DIV/0!;00.01.1900 00:00:00
52263;;;#DIV/0!;00.01.1900 00:00:00
52264;;;#DIV/0!;00.01.1900 00:00:00
52265;;;#DIV/0!;00.01.1900 00:00:00
52266;;;#DIV/0!;00.01.1900 00:00:00
52267;;;#DIV/0!;00.01.1900 00:00:00
52268;;;#DIV/0!;00.01.1900 00:00:00
52269;;;#DIV/0!;00.01.1900 00:00:00
52270;;;#DIV/0!;00.01.1900 00:00:00
52271;;;#DIV/0!;00.01.1900 00:00:00
52272;;;#DIV/0!;00.01.1900 00:00:00
52273;;;#DIV/0!;00.01.1900 00:00:00
52274;;;#DIV/0!;00.01.1900 00:00:00
52275;;;#DIV/0!;00.01.1900 00:00:00
52276;;;#DIV/0!;00.01.1900 00:00:00
52277;;;#DIV/0!;00.01.1900 00:00:00
52278;;;#DIV/0!;00.01.1900 00:00:00
52279;;;#DIV/0!;00.01.1900 00:00:00
52280;;;#DIV/0!;00.01.1900 00:00:00
52281;;;#DIV/0!;00.01.1900 00:00:00
52282;;;#DIV/0!;00.01.1900 00:00:00
52283;;;#DIV/0!;00.01.1900 00:00:00
52284;;;#DIV/0!;00.01.1900 00:00:00
52285;;;#DIV/0!;00.01.1900 00:00:00
52286;;;#DIV/0!;00.01.1900 00:00:00
52287;;;#DIV/0!;00.01.1900 00:00:00
52288;;;#DIV/0!;00.01.1900 00:00:00
52289;;;#DIV/0!;00.01.1900 00:00:00
52290;;;#DIV/0!;00.01.1900 00:00:00
52291;;;#DIV/0!;00.01.1900 00:00:00
52292;;;#DIV/0!;00.01.1900 00:00:00
52293;;;#DIV/0!;00.01.1900 00:00:00
52294;;;#DIV/0!;00.01.1900 00:00:00
52295;;;#DIV/0!;00.01.1900 00:00:00
52296;;;#DIV/0!;00.01.1900 00:00:00
52297;;;#DIV/0!;00.01.1900 00:00:00
52298;;;#DIV/0!;00.01.1900 00:00:00
52299;;;#DIV/0!;00.01.1900 00:00:00
52300;;;#DIV/0!;00.01.1900 00:00:00
52301;;;#DIV/0!;00.01.1900 00:00:00
52302;;;#DIV/0!;00.01.1900 00:00:00
52303;;;#DIV/0!;00.01.1900 00:00:00
52304;;;#DIV/0!;00.01.1900 00:00:00
52305;;;#DIV/0!;00.01.1900 00:00:00
52306;;;#DIV/0!;00.01.1900 00:00:00
52307;;;#DIV/0!;00.01.1900 00:00:00
52308;;;#DIV/0!;00.01.1900 00:00:00
52309;;;#DIV/0!;00.01.1900 00:00:00
52310;;;#DIV/0!;00.01.1900 00:00:00
52311;;;#DIV/0!;00.01.1900 00:00:00
52312;;;#DIV/0!;00.01.1900 00:00:00
52313;;;#DIV/0!;00.01.1900 00:00:00
52314;;;#DIV/0!;00.01.1900 00:00:00
52315;;;#DIV/0!;00.01.1900 00:00:00
52316;;;#DIV/0!;00.01.1900 00:00:00
52317;;;#DIV/0!;00.01.1900 00:00:00
52318;;;#DIV/0!;00.01.1900 00:00:00
52319;;;#DIV/0!;00.01.1900 00:00:00
52320;;;#DIV/0!;00.01.1900 00:00:00
52321;;;#DIV/0!;00.01.1900 00:00:00
52322;;;#DIV/0!;00.01.1900 00:00:00
52323;;;#DIV/0!;00.01.1900 00:00:00
52324;;;#DIV/0!;00.01.1900 00:00:00
52325;;;#DIV/0!;00.01.1900 00:00:00
52326;;;#DIV/0!;00.01.1900 00:00:00
52327;;;#DIV/0!;00.01.1900 00:00:00
52328;;;#DIV/0!;00.01.1900 00:00:00
52329;;;#DIV/0!;00.01.1900 00:00:00
52330;;;#DIV/0!;00.01.1900 00:00:00
52331;;;#DIV/0!;00.01.1900 00:00:00
52332;;;#DIV/0!;00.01.1900 00:00:00
52333;;;#DIV/0!;00.01.1900 00:00:00
52334;;;#DIV/0!;00.01.1900 00:00:00
52335;;;#DIV/0!;00.01.1900 00:00:00
52336;;;#DIV/0!;00.01.1900 00:00:00
52337;;;#DIV/0!;00.01.1900 00:00:00
52338;;;#DIV/0!;00.01.1900 00:00:00
52339;;;#DIV/0!;00.01.1900 00:00:00
52340;;;#DIV/0!;00.01.1900 00:00:00
52341;;;#DIV/0!;00.01.1900 00:00:00
52342;;;#DIV/0!;00.01.1900 00:00:00
52343;;;#DIV/0!;00.01.1900 00:00:00
52344;;;#DIV/0!;00.01.1900 00:00:00
52345;;;#DIV/0!;00.01.1900 00:00:00
52346;;;#DIV/0!;00.01.1900 00:00:00
52347;;;#DIV/0!;00.01.1900 00:00:00
52348;;;#DIV/0!;00.01.1900 00:00:00
52349;;;#DIV/0!;00.01.1900 00:00:00
52350;;;#DIV/0!;00.01.1900 00:00:00
52351;;;#DIV/0!;00.01.1900 00:00:00
52352;;;#DIV/0!;00.01.1900 00:00:00
52353;;;#DIV/0!;00.01.1900 00:00:00
52354;;;#DIV/0!;00.01.1900 00:00:00
52355;;;#DIV/0!;00.01.1900 00:00:00
52356;;;#DIV/0!;00.01.1900 00:00:00
52357;;;#DIV/0!;00.01.1900 00:00:00
52358;;;#DIV/0!;00.01.1900 00:00:00
52359;;;#DIV/0!;00.01.1900 00:00:00
52360;;;#DIV/0!;00.01.1900 00:00:00
52361;;;#DIV/0!;00.01.1900 00:00:00
52362;;;#DIV/0!;00.01.1900 00:00:00
52363;;;#DIV/0!;00.01.1900 00:00:00
52364;;;#DIV/0!;00.01.1900 00:00:00
52365;;;#DIV/0!;00.01.1900 00:00:00
52366;;;#DIV/0!;00.01.1900 00:00:00
52367;;;#DIV/0!;00.01.1900 00:00:00
52368;;;#DIV/0!;00.01.1900 00:00:00
52369;;;#DIV/0!;00.01.1900 00:00:00
52370;;;#DIV/0!;00.01.1900 00:00:00
52371;;;#DIV/0!;00.01.1900 00:00:00
52372;;;#DIV/0!;00.01.1900 00:00:00
52373;;;#DIV/0!;00.01.1900 00:00:00
52374;;;#DIV/0!;00.01.1900 00:00:00
52375;;;#DIV/0!;00.01.1900 00:00:00
52376;;;#DIV/0!;00.01.1900 00:00:00
52377;;;#DIV/0!;00.01.1900 00:00:00
52378;;;#DIV/0!;00.01.1900 00:00:00
52379;;;#DIV/0!;00.01.1900 00:00:00
52380;;;#DIV/0!;00.01.1900 00:00:00
52381;;;#DIV/0!;00.01.1900 00:00:00
52382;;;#DIV/0!;00.01.1900 00:00:00
52383;;;#DIV/0!;00.01.1900 00:00:00
52384;;;#DIV/0!;00.01.1900 00:00:00
52385;;;#DIV/0!;00.01.1900 00:00:00
52386;;;#DIV/0!;00.01.1900 00:00:00
52387;;;#DIV/0!;00.01.1900 00:00:00
52388;;;#DIV/0!;00.01.1900 00:00:00
52389;;;#DIV/0!;00.01.1900 00:00:00
52390;;;#DIV/0!;00.01.1900 00:00:00
52391;;;#DIV/0!;00.01.1900 00:00:00
52392;;;#DIV/0!;00.01.1900 00:00:00
52393;;;#DIV/0!;00.01.1900 00:00:00
52394;;;#DIV/0!;00.01.1900 00:00:00
52395;;;#DIV/0!;00.01.1900 00:00:00
52396;;;#DIV/0!;00.01.1900 00:00:00
52397;;;#DIV/0!;00.01.1900 00:00:00
52398;;;#DIV/0!;00.01.1900 00:00:00
52399;;;#DIV/0!;00.01.1900 00:00:00
52400;;;#DIV/0!;00.01.1900 00:00:00
52401;;;#DIV/0!;00.01.1900 00:00:00
52402;;;#DIV/0!;00.01.1900 00:00:00
52403;;;#DIV/0!;00.01.1900 00:00:00
52404;;;#DIV/0!;00.01.1900 00:00:00
52405;;;#DIV/0!;00.01.1900 00:00:00
52406;;;#DIV/0!;00.01.1900 00:00:00
52407;;;#DIV/0!;00.01.1900 00:00:00
52408;;;#DIV/0!;00.01.1900 00:00:00
52409;;;#DIV/0!;00.01.1900 00:00:00
52410;;;#DIV/0!;00.01.1900 00:00:00
52411;;;#DIV/0!;00.01.1900 00:00:00
52412;;;#DIV/0!;00.01.1900 00:00:00
52413;;;#DIV/0!;00.01.1900 00:00:00
52414;;;#DIV/0!;00.01.1900 00:00:00
52415;;;#DIV/0!;00.01.1900 00:00:00
52416;;;#DIV/0!;00.01.1900 00:00:00
52417;;;#DIV/0!;00.01.1900 00:00:00
52418;;;#DIV/0!;00.01.1900 00:00:00
52419;;;#DIV/0!;00.01.1900 00:00:00
52420;;;#DIV/0!;00.01.1900 00:00:00
52421;;;#DIV/0!;00.01.1900 00:00:00
52422;;;#DIV/0!;00.01.1900 00:00:00
52423;;;#DIV/0!;00.01.1900 00:00:00
52424;;;#DIV/0!;00.01.1900 00:00:00
52425;;;#DIV/0!;00.01.1900 00:00:00
52426;;;#DIV/0!;00.01.1900 00:00:00
52427;;;#DIV/0!;00.01.1900 00:00:00
52428;;;#DIV/0!;00.01.1900 00:00:00
52429;;;#DIV/0!;00.01.1900 00:00:00
52430;;;#DIV/0!;00.01.1900 00:00:00
52431;;;#DIV/0!;00.01.1900 00:00:00
52432;;;#DIV/0!;00.01.1900 00:00:00
52433;;;#DIV/0!;00.01.1900 00:00:00
52434;;;#DIV/0!;00.01.1900 00:00:00
52435;;;#DIV/0!;00.01.1900 00:00:00
52436;;;#DIV/0!;00.01.1900 00:00:00
52437;;;#DIV/0!;00.01.1900 00:00:00
52438;;;#DIV/0!;00.01.1900 00:00:00
52439;;;#DIV/0!;00.01.1900 00:00:00
52440;;;#DIV/0!;00.01.1900 00:00:00
52441;;;#DIV/0!;00.01.1900 00:00:00
52442;;;#DIV/0!;00.01.1900 00:00:00
52443;;;#DIV/0!;00.01.1900 00:00:00
52444;;;#DIV/0!;00.01.1900 00:00:00
52445;;;#DIV/0!;00.01.1900 00:00:00
52446;;;#DIV/0!;00.01.1900 00:00:00
52447;;;#DIV/0!;00.01.1900 00:00:00
52448;;;#DIV/0!;00.01.1900 00:00:00
52449;;;#DIV/0!;00.01.1900 00:00:00
52450;;;#DIV/0!;00.01.1900 00:00:00
52451;;;#DIV/0!;00.01.1900 00:00:00
52452;;;#DIV/0!;00.01.1900 00:00:00
52453;;;#DIV/0!;00.01.1900 00:00:00
52454;;;#DIV/0!;00.01.1900 00:00:00
52455;;;#DIV/0!;00.01.1900 00:00:00
52456;;;#DIV/0!;00.01.1900 00:00:00
52457;;;#DIV/0!;00.01.1900 00:00:00
52458;;;#DIV/0!;00.01.1900 00:00:00
52459;;;#DIV/0!;00.01.1900 00:00:00
52460;;;#DIV/0!;00.01.1900 00:00:00
52461;;;#DIV/0!;00.01.1900 00:00:00
52462;;;#DIV/0!;00.01.1900 00:00:00
52463;;;#DIV/0!;00.01.1900 00:00:00
52464;;;#DIV/0!;00.01.1900 00:00:00
52465;;;#DIV/0!;00.01.1900 00:00:00
52466;;;#DIV/0!;00.01.1900 00:00:00
52467;;;#DIV/0!;00.01.1900 00:00:00
52468;;;#DIV/0!;00.01.1900 00:00:00
52469;;;#DIV/0!;00.01.1900 00:00:00
52470;;;#DIV/0!;00.01.1900 00:00:00
52471;;;#DIV/0!;00.01.1900 00:00:00
52472;;;#DIV/0!;00.01.1900 00:00:00
52473;;;#DIV/0!;00.01.1900 00:00:00
52474;;;#DIV/0!;00.01.1900 00:00:00
52475;;;#DIV/0!;00.01.1900 00:00:00
52476;;;#DIV/0!;00.01.1900 00:00:00
52477;;;#DIV/0!;00.01.1900 00:00:00
52478;;;#DIV/0!;00.01.1900 00:00:00
52479;;;#DIV/0!;00.01.1900 00:00:00
52480;;;#DIV/0!;00.01.1900 00:00:00
52481;;;#DIV/0!;00.01.1900 00:00:00
52482;;;#DIV/0!;00.01.1900 00:00:00
52483;;;#DIV/0!;00.01.1900 00:00:00
52484;;;#DIV/0!;00.01.1900 00:00:00
52485;;;#DIV/0!;00.01.1900 00:00:00
52486;;;#DIV/0!;00.01.1900 00:00:00
52487;;;#DIV/0!;00.01.1900 00:00:00
52488;;;#DIV/0!;00.01.1900 00:00:00
52489;;;#DIV/0!;00.01.1900 00:00:00
52490;;;#DIV/0!;00.01.1900 00:00:00
52491;;;#DIV/0!;00.01.1900 00:00:00
52492;;;#DIV/0!;00.01.1900 00:00:00
52493;;;#DIV/0!;00.01.1900 00:00:00
52494;;;#DIV/0!;00.01.1900 00:00:00
52495;;;#DIV/0!;00.01.1900 00:00:00
52496;;;#DIV/0!;00.01.1900 00:00:00
52497;;;#DIV/0!;00.01.1900 00:00:00
52498;;;#DIV/0!;00.01.1900 00:00:00
52499;;;#DIV/0!;00.01.1900 00:00:00
52500;;;#DIV/0!;00.01.1900 00:00:00
52501;;;#DIV/0!;00.01.1900 00:00:00
52502;;;#DIV/0!;00.01.1900 00:00:00
52503;;;#DIV/0!;00.01.1900 00:00:00
52504;;;#DIV/0!;00.01.1900 00:00:00
52505;;;#DIV/0!;00.01.1900 00:00:00
52506;;;#DIV/0!;00.01.1900 00:00:00
52507;;;#DIV/0!;00.01.1900 00:00:00
52508;;;#DIV/0!;00.01.1900 00:00:00
52509;;;#DIV/0!;00.01.1900 00:00:00
52510;;;#DIV/0!;00.01.1900 00:00:00
52511;;;#DIV/0!;00.01.1900 00:00:00
52512;;;#DIV/0!;00.01.1900 00:00:00
52513;;;#DIV/0!;00.01.1900 00:00:00
52514;;;#DIV/0!;00.01.1900 00:00:00
52515;;;#DIV/0!;00.01.1900 00:00:00
52516;;;#DIV/0!;00.01.1900 00:00:00
52517;;;#DIV/0!;00.01.1900 00:00:00
52518;;;#DIV/0!;00.01.1900 00:00:00
52519;;;#DIV/0!;00.01.1900 00:00:00
52520;;;#DIV/0!;00.01.1900 00:00:00
52521;;;#DIV/0!;00.01.1900 00:00:00
52522;;;#DIV/0!;00.01.1900 00:00:00
52523;;;#DIV/0!;00.01.1900 00:00:00
52524;;;#DIV/0!;00.01.1900 00:00:00
52525;;;#DIV/0!;00.01.1900 00:00:00
52526;;;#DIV/0!;00.01.1900 00:00:00
52527;;;#DIV/0!;00.01.1900 00:00:00
52528;;;#DIV/0!;00.01.1900 00:00:00
52529;;;#DIV/0!;00.01.1900 00:00:00
52530;;;#DIV/0!;00.01.1900 00:00:00
52531;;;#DIV/0!;00.01.1900 00:00:00
52532;;;#DIV/0!;00.01.1900 00:00:00
52533;;;#DIV/0!;00.01.1900 00:00:00
52534;;;#DIV/0!;00.01.1900 00:00:00
52535;;;#DIV/0!;00.01.1900 00:00:00
52536;;;#DIV/0!;00.01.1900 00:00:00
52537;;;#DIV/0!;00.01.1900 00:00:00
52538;;;#DIV/0!;00.01.1900 00:00:00
52539;;;#DIV/0!;00.01.1900 00:00:00
52540;;;#DIV/0!;00.01.1900 00:00:00
52541;;;#DIV/0!;00.01.1900 00:00:00
52542;;;#DIV/0!;00.01.1900 00:00:00
52543;;;#DIV/0!;00.01.1900 00:00:00
52544;;;#DIV/0!;00.01.1900 00:00:00
52545;;;#DIV/0!;00.01.1900 00:00:00
52546;;;#DIV/0!;00.01.1900 00:00:00
52547;;;#DIV/0!;00.01.1900 00:00:00
52548;;;#DIV/0!;00.01.1900 00:00:00
52549;;;#DIV/0!;00.01.1900 00:00:00
52550;;;#DIV/0!;00.01.1900 00:00:00
52551;;;#DIV/0!;00.01.1900 00:00:00
52552;;;#DIV/0!;00.01.1900 00:00:00
52553;;;#DIV/0!;00.01.1900 00:00:00
52554;;;#DIV/0!;00.01.1900 00:00:00
52555;;;#DIV/0!;00.01.1900 00:00:00
52556;;;#DIV/0!;00.01.1900 00:00:00
52557;;;#DIV/0!;00.01.1900 00:00:00
52558;;;#DIV/0!;00.01.1900 00:00:00
52559;;;#DIV/0!;00.01.1900 00:00:00
52560;;;#DIV/0!;00.01.1900 00:00:00
52561;;;#DIV/0!;00.01.1900 00:00:00
52562;;;#DIV/0!;00.01.1900 00:00:00
52563;;;#DIV/0!;00.01.1900 00:00:00
52564;;;#DIV/0!;00.01.1900 00:00:00
52565;;;#DIV/0!;00.01.1900 00:00:00
52566;;;#DIV/0!;00.01.1900 00:00:00
52567;;;#DIV/0!;00.01.1900 00:00:00
52568;;;#DIV/0!;00.01.1900 00:00:00
52569;;;#DIV/0!;00.01.1900 00:00:00
52570;;;#DIV/0!;00.01.1900 00:00:00
