Counts[][0],Counts[][1],Counts[][2],Counts[][3],Counts[][4],Counts[][5],Counts[][6],Counts[][7],Counts[][8],Counts[][9],Counts[][10],Counts[][11],Counts[][12],Counts[][13],Counts[][14],Counts[][15],Counts[][16],Counts[][17],Counts[][18],Counts[][19],Counts[][20],Counts[][21],Counts[][22],Counts[][23],Counts[][24],Counts[][25],Counts[][26],Counts[][27],Counts[][28],Counts[][29],Counts[][30],Counts[][31],Counts[][32],Counts[][33],Counts[][34],Counts[][35],Counts[][36],Counts[][37],Counts[][38],Counts[][39],Counts[][40],Counts[][41],Counts[][42],Counts[][43],Counts[][44],Counts[][45],Counts[][46],Counts[][47],Counts[][48],Counts[][49],Counts[][50],Counts[][51],Counts[][52],Counts[][53],Counts[][54],Counts[][55],Counts[][56],Counts[][57],Counts[][58],Counts[][59],Counts[][60],Counts[][61],Counts[][62],Counts[][63],Counts[][64],Counts[][65],Counts[][66],Counts[][67],Counts[][68],Counts[][69],Counts[][70],Counts[][71],Counts[][72],Counts[][73],Counts[][74],Counts[][75],Counts[][76],Counts[][77],Counts[][78],Counts[][79],Counts[][80],Counts[][81],Counts[][82],Counts[][83],Counts[][84],Counts[][85],Counts[][86],Counts[][87],Counts[][88],Counts[][89],Counts[][90],Counts[][91],Counts[][92],Counts[][93],Counts[][94],Counts[][95],Counts[][96],Counts[][97],Counts[][98],Counts[][99],Counts[][100],Counts[][101],Counts[][102],Counts[][103],Counts[][104],Counts[][105],Counts[][106],Counts[][107],Counts[][108]
1024.83,2260.22,1775.96,923.926,2041.12,906.343,1597.4,944.453,1886.61,2215.91,1174.53,1662.03,1530.4,1239.55,1575.66,1511.59,1250.45,1136.33,968.49,1146.69,1011.64,1095.64,880.67,1490.55,1391.57,1275.92,1179.26,896.797,1281.38,917.639,1179.64,613.413,1000.18,1047.1,616.933,395.103,601.994,377.525,524.552,421.983,368.813,229.176,483.762,335.86,483.2,142.433,114.037,382.417,268.679,103.39,74.3016,316.434,123.585,269.156,553.595,150.14,249.204,172.726,197.828,125.86,24.0988,36.1441,123.657,69.8549,58.164,0.289859,45.5923,157.919,28.5611,63.8416,57.4437,-1.46973,202.193,209.894,59.5882,181.005,55.7262,49.6201,90.0646,63.072,0,0,196.232,33.0294,0,0,68.9455,0.238108,0,0,110.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232.04,1311.15,559.503,910.451,963.845,1183.26,751.715,1081.13,1065.73,1273.03,859.383,773.687,1059.81,963.398,1495.63,774.318,1295.25,922.262,1191.09,1248.74,1100.24,618.077,847.398,937.206,648.938,873.324,1044.54,1044.08,1087.19,530.432,835.307,662.04,802.982,636.175,612.826,217.431,698.126,202.12,360.958,310.323,283.689,263.003,174.501,480.11,506.928,345.488,338.105,224.156,78.3421,193.95,150.476,101.951,227.368,82.7799,85.1227,-11.5261,213.404,224.432,20.5917,238.45,149.549,39.8844,169.561,126.753,-9.63544,-6.61604,221.742,155.171,258.676,18.4579,165.152,-4.94472,139.633,101.295,174.712,49.4767,60.8393,122.89,0,31.536,63.7978,32.1859,65.4108,0,67.2472,0,34.5898,35.179,143.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719.626,603.446,992.659,506.415,614.768,369.216,979.826,1311.39,476.486,683.142,855.799,1064.37,717.682,526.543,810.837,550.018,740.943,234.51,625.314,682.081,452.239,391.209,643.613,693.859,274.451,345.551,664.734,656.327,751.389,426.502,541.168,340.295,426.275,93.9842,89.5169,382.375,328.211,246.787,319.972,138.811,297.803,139.67,280.517,315.759,264.416,104.061,213.064,273.23,254.145,100.433,344.658,153.697,153.757,254.954,304.27,189.372,108.865,108.861,147.667,38.8852,191.397,14.9748,195.582,212.093,-24.795,-4.32358,93.7897,146.721,-19.6713,4.0626,92.7206,121.504,60.0896,-27.2176,52.1451,113.628,21.2528,126.061,161.321,88.2304,172.591,64.3717,65.4108,0,0,0,138.359,11.0273,24.5659,0,147.436,0,0,0,39.5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121.853,753.334,757.594,642.88,501.728,87.2413,584.233,315.666,455.428,291.101,282.627,384.951,261.572,243.261,471.79,457.817,831.282,784.66,308.537,577.999,680.635,182.097,509.248,491.916,712.531,634.414,389.549,243.621,388.455,304.106,306.115,382.917,409.671,463.006,340.976,29.7486,409.219,128.24,151.248,345.736,386.726,164.502,65.1156,313.312,124.046,33.0586,81.7861,37.5908,113.214,139.031,135.325,232.796,79.7852,251.072,-26.8203,261.812,225.047,174.575,111.922,66.6858,172.354,219.228,178.16,169.229,-15.7479,242.139,107.515,57.1572,138.986,169.384,154.754,222.45,-22.8224,-5.70849,244.294,-7.99769,-12.2486,88.0113,31.536,95.6967,32.1859,0,-8.7625,-12.1747,0,138.359,0,71.5646,0,0,37.542,0,0,0,0,0,0,42.5409,0,0,0,0,0,0,0,0,0,0
1199.38,1.16337,334.623,417.511,489.672,553.824,523.448,750.561,553.909,75.9047,173.186,249.688,263.772,292.641,83.4724,356.302,503.671,227.591,324.108,348.93,271.615,440.523,471.483,561.506,175.092,402.749,430.477,800.591,285.687,264.346,191.064,384.802,519.68,328.911,248.348,139.508,155.603,414.358,89.3694,380.626,143.658,51.5611,290.045,80.4868,83.4225,36.3539,67.3135,89.3741,185.809,15.4285,325.965,12.2265,149.258,15.8987,16.2385,76.0021,133.64,78.5952,152.346,107.792,200.97,86.873,154.423,216.034,183.258,25.1873,-22.126,-11.0667,40.2615,118.331,4.31149,-13.9803,138.381,111.475,125.745,-1.48003,30.4197,92.1674,31.0099,252.288,58.0926,21.1649,-48.4178,0,33.6236,0,0,0,0,0,0,0,0,0,79.0141,0,122.527,0,0,0,0,0,0,0,0,0,0,0,0
0,120.689,0,104.378,391.737,418.505,389.621,0,238.243,211.541,233.832,-4.3729,252.729,142.318,560.894,300.479,152.888,638.209,273.289,261.129,324.7,483.263,-7.50304,273.658,252.047,96.0073,343.872,242.885,201.491,159.043,73.3809,188.872,201.946,326.069,94.9551,368.718,137.149,309.632,144.328,70.1069,111.148,13.4013,390.025,148.75,100.579,280.324,265.521,210.888,27.868,255.858,372.667,269.475,145.56,244.733,98.9773,115.888,45.9061,195.652,104.003,102.687,280.036,150.535,73.4116,39.5691,333.826,103.55,279.981,192.165,54.2187,78.0386,59.4956,-5.49311,-5.36393,-42.8613,121.81,19.8601,34.1077,-13.7756,53.5302,22.1048,0,-7.34728,-32.2785,0,0,0,103.769,35.179,0,36.2114,73.718,0,38.2687,0,0,0,81.6845,0,0,0,0,0,0,0,0,0,0,0,0
479.751,242.542,515.087,457.935,293.803,553.824,281.895,1066.07,710.746,621.757,495.506,582.754,713.917,661.371,754.679,222.943,288.434,549.346,394.676,475.637,76.4174,367.024,190.265,329.793,365.975,31.9641,158.127,282.813,355.432,116.248,161.611,227.96,160.761,120.721,142.819,272.779,327.99,348.392,402.03,81.3316,208.468,149.049,82.463,364.171,236.111,-35.1102,149.523,126.224,63.0711,91.6802,204.54,139.908,53.0422,111.176,-26.0714,212.26,230.631,54.4446,314.52,82.985,303.69,174.092,-2.47792,104.849,115.291,84.4347,80.7344,150.193,124.743,28.7101,103.827,115.169,0,58.9977,0,14.2507,-23.5367,-27.5512,62.0198,102.429,23.9884,32.1859,0,33.0294,0,0,0,0,0,0,147.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,603.446,335.702,313.134,391.737,184.608,436.206,83.1639,317.658,227.714,291.101,287.886,319.003,261.521,117.534,116.52,169.953,164.306,272.772,102.749,47.4122,99.4465,144.634,519.212,504.078,220.382,339.828,297.096,152.556,147.629,152.04,33.9934,70.0992,183.125,174.455,140.059,242.775,84.0575,241.6,270.199,122.244,68.2968,65.4527,109.588,53.7729,59.6621,8.19149,107.145,263.1,70.8134,64.5371,83.9351,281.949,145.563,79.7956,293.191,139.905,95.9502,43.4768,8.45706,51.9722,90.0954,146.714,11.1947,99.3446,79.6313,66.9358,150.108,11.6975,28.5425,-5.82467,-0.0826086,9.61131,49.2556,29.8339,44.4181,16.0498,92.1674,0,0,0,64.3717,65.4108,0,0,34.1885,103.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736.63,4177.14,3661.67,2682.87,4584.53,5009.93,7140.99,6383.93,8329.19,6812.74,6239.17,6954.42,7187.86,6585.12,6610.77,7146.85,6660.74,5416.29,5376.98,6165.36,4177.43,4617.61,3348.45,3019.72,2066.56,2653.5,1522.14,1323.7,1202.75,1333.76,1131.52,964.042,482.512,915.517,609.007,599.551,370.762,303.813,490.98,268.748,354.581,187.714,108.476,382.387,46.4193,153.66,238.326,280.374,314.698,355.613,313.578,379.64,185.031,428.461,625.277,247.185,241.516,127.186,181.966,99.133,332.606,86.9725,55.7165,159.643,239.335,64.6166,54.6414,207.192,44.8238,81.078,-7.15509,112.229,117.575,29.4989,0,-10.9027,73.2865,29.6949,183.094,0,31.8989,0,0,99.0883,0,0,0,0,0,51.5772,21.2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951.67,1433,1774.88,2727.3,1077.28,1419.96,2342.23,1562.97,2301.03,1532.61,1004.93,1141.46,840.041,697.708,1382.81,726.59,921.815,843.214,1261.65,874.492,478.608,572.609,979.307,507.135,508.45,628.651,387.001,549.361,537.272,522.486,723.028,299.305,241.02,485.344,70.9704,175.663,161.852,240.661,153.442,12.1581,80.3574,179.07,239.723,150.511,148.523,46.518,225.255,451.457,131.037,161.904,163.66,114.478,15.8299,171.24,41.5373,165.718,155.606,253.943,43.7709,48.0588,152.869,301.286,104.515,132.508,111.685,71.7247,27.8603,-2.36866,79.499,64.4089,172.822,87.3815,-18.4709,18.7634,0,14.2507,46.4695,-24.4971,-10.0367,0,63.7978,98.1985,31.038,0,0,40.3173,28.389,0,0,0,0,75.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,724.135,783.304,388.562,516.834,589.223,926.198,582.147,873.558,621.757,1077.71,419.989,462.009,606.997,254.267,337.525,215.61,352.056,274.435,514.734,325.16,47.9762,145.063,89.0166,274.297,268.25,106.522,319.753,78.6253,63.5529,151.153,68.0201,57.7234,167.063,105.494,101.555,59.2216,92.1535,49.7745,304.077,125.636,116.947,197.513,302.981,48.2113,45.069,103.331,110.2,92.5415,222.727,177.243,7.89281,147.256,191.085,20.0407,364.113,-11.1249,77.3156,36.9801,261.93,35.9933,63.7785,221.328,67.594,144.817,105.09,149.744,47.9151,202.474,14.6926,86.9656,40.0032,48.2471,58.9977,29.8339,30.1674,60.8393,0,0,31.536,0,0,0,0,0,68.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,604.61,782.225,104.378,881.409,553.824,979.826,1396.64,712.738,1031.97,712.04,807.81,870.992,572.653,571.323,301.354,168.703,736.854,326.82,776.88,626.485,710.508,341.79,182.521,228.49,43.3988,429.707,169.006,287.36,218.496,212.282,70.2422,45.7148,224.957,92.3679,31.8109,205.43,67.9562,98.8241,129.635,96.1351,91.6953,158.472,174.733,239.278,64.2882,-0.685414,72.964,8.48955,61.6927,-32.6138,61.7201,-23.2374,109.476,80.1804,48.7631,159.554,140.994,73.2874,102.753,120.175,172.244,26.6891,246.917,1.04464,21.8147,-3.27914,-1.48336,56.6712,78.8906,28.9885,26.1344,66.5517,-12.683,0,82.8478,72.7441,23.8347,0,12.2585,-42.2708,0,0,0,0,0,0,0,0,36.2114,36.859,0,0,43.0122,153.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,482.757,335.702,359.613,348.127,163.101,631.017,748.475,397.072,303.619,291.101,208.015,266.305,59.7391,184.426,179.865,209.903,526.225,272.93,267.186,201.828,242.737,262.858,401.638,223.266,258.172,270.235,149.959,157.84,-14.5111,222.48,271.074,103.858,209.789,202.97,284.844,336.339,13.3218,154.92,197.997,296.023,30.048,126.159,142.368,254.935,10.9304,87.0279,-31.4235,34.6333,155.691,-26.7916,9.71221,61.8025,107.638,-19.4664,85.095,-1.23451,3.11862,147.563,291.11,183.897,96.4412,26.1736,74.3383,106.287,165.78,24.3274,78.6256,100.391,225.063,86.9656,28.9944,59.3443,0,0,30.1674,0,61.445,31.0099,0,31.8989,32.1859,0,0,0,68.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,482.757,559.503,313.134,293.803,461.52,610.689,750.561,792.153,455.428,363.877,486.633,264.247,451.506,310.303,604.077,225.308,395.035,435.12,93.3301,361.085,426.661,428.438,273.433,216.978,213.238,378.158,161.715,326.958,499.98,592.778,362.246,355.106,334.084,357.143,270.221,364.027,202.794,156.006,49.2555,162.666,180.626,244.918,168.147,139.611,304.934,124.886,11.9679,96.4741,61.5212,294.898,184.031,71.0548,78.1962,157.529,67.0125,-14.3212,-27.0918,209.567,-2.69964,111.141,86.4433,61.0578,65.7258,15.7629,31.4908,28.264,71.7689,131.963,85.9757,28.9885,-0.165217,88.7382,58.9977,63.3226,56.6392,0,0,0,0,63.7978,0,0,0,0,68.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.751,724.135,335.702,417.511,796.088,634.241,630.86,646.083,238.243,455.428,218.326,493.683,325.241,449.357,182.015,236.668,408.345,394.638,217.953,207.772,411.227,587.306,229.226,482.137,385.809,289.364,159.227,202.567,136.395,218.683,173.256,301.407,456.242,61.3687,235.008,72.1109,360.187,180.629,115.021,157.905,424.139,148.212,56.061,108.393,265.861,140.731,137.966,141.516,218.572,163.274,66.4065,36.043,140.524,-3.5148,62.3472,186.659,16.7331,70.584,-24.7815,99.2318,122.986,-0.569582,85.3525,129.104,56.1976,162.468,178.69,20.3076,98.575,-5.85844,23.1639,145.833,61.8893,50.5416,-35.2308,60.3349,0,210.092,56.9815,0,0,0,65.4108,0,0,-14.3399,-7.68975,105.537,0,0,0,0,0,0,0,0,0,0,0,0,44.0845,0,0,0,0,0,0,0,0
479.751,482.757,783.304,313.134,447.011,352.519,402.75,249.492,238.243,272.926,157.472,83.6477,333.22,128.063,186.267,180.013,230.56,216.515,102.981,245.195,37.2133,362.225,286.258,130.331,128.817,77.8549,256.315,540.96,291.509,144.259,308.515,370.216,217.095,328.396,236.953,277.632,141.798,169.924,230.373,124.431,286.408,320.921,185.001,40.8505,283.597,37.7202,238.948,142.633,140.413,1.87837,149.85,31.0607,21.7519,64.7377,173.455,24.4375,40.5504,-8.41295,51.8991,25.1392,-8.71819,-41.3018,-42.5746,138.081,48.9338,16.3575,46.3594,-30.3254,100.067,24.4531,0,204.117,58.7877,117.995,108.032,54.1896,212.938,0,93.0297,94.608,0,32.1859,0,0,0,0,0,0,107.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752.293,466.321,223.801,626.267,293.803,276.912,174.483,85.2496,236.252,303.619,346.371,223.571,199.824,257.794,434.571,56.55,95.4507,126.255,384.129,472.718,208.333,386.288,153.398,187.794,320.812,210.082,253.391,195.198,201.298,239.367,-13.0813,294.533,13.3127,93.8734,93.3922,369.221,180.165,394.992,148.082,69.0843,275.967,152.755,309.335,261.823,75.1034,387.536,50.5161,61.8572,173.284,206.181,275.591,61.3776,67.829,77.5092,167.854,80.6048,109.747,175.761,61.2193,82.4691,137.403,70.8542,81.6769,74.6199,41.3412,-4.05491,28.264,0,-8.43179,124.876,43.3639,-14.063,44.3691,0,0,60.3349,0,0,0,0,0,32.1859,0,0,33.6236,34.1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,362.068,895.205,417.511,0,92.3041,348.965,334.741,236.252,121.117,348.163,251.325,402.831,322.665,185.461,177.741,463.88,52.1475,103.569,460.551,162.179,259.596,89.5885,215.605,174.939,216.332,351.424,204.415,293.843,78.7914,381.24,429.24,222.264,69.3819,247.205,246.251,-11.4874,234.279,-0.0359216,-5.1415,321.25,25.2669,87.9548,84.4692,12.3686,123.684,82.8814,140.89,-17.182,21.4297,57.3771,89.9588,18.0893,75.5413,56.1705,130.989,175.995,6.23722,48.824,363.745,146.911,-44.234,231.51,-13.5991,20.7834,0,197.848,24.8992,111.921,108.844,248.622,13.9449,176.363,117.995,24.2385,4.15096,191.647,0,0,0,0,0,0,33.6508,32.9911,0,0,0,35.7823,217.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,482.757,433.157,222.23,391.737,369.216,281.895,147.099,619.958,166.488,391.512,111.734,266.652,60.587,436.032,298.645,110.232,337.978,217.424,207.624,307.327,198.857,237.19,335.488,194.472,219.815,389.996,162.753,162.58,222.649,164.324,73.9899,222.358,-9.17545,326.743,649.033,104.478,194.748,61.1243,232.401,77.6484,56.248,67.7286,140.118,3.6773,101.899,223.014,193.154,8.68771,25.6071,94.7044,164.843,-22.431,279.777,374.677,191.568,31.4518,29.4564,72.0655,104.088,78.3723,218.513,244.023,71.0639,300.608,48.2197,-19.5416,363.91,-8.43179,100.247,26.0762,0,117.575,0,0,119.004,32.0997,2.93752,59.0548,31.536,0,32.1859,32.7054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719.626,362.068,335.702,284.184,223.031,184.608,107.413,232.349,315.666,151.809,173.186,610.907,323.644,322.719,247.266,237.77,144.348,202.899,246.679,637.425,202.219,179.443,451.086,154.986,253.089,236.232,805.559,216.131,399.313,111.461,202.651,452.573,509.104,388.946,60.254,288.801,132.278,384.127,365.065,90.1,588.907,218.153,328.685,280.549,247.751,245.012,257.314,340.478,151.572,292.803,339.985,245.097,349.935,299.243,233.754,170.79,100.724,492.279,177.448,497.139,107.425,56.2606,310.837,179.035,188.378,142.797,159.278,191.553,-7.48184,27.0547,174.814,28.2839,69.5259,5.61082,103.719,102.61,68.8915,64.3825,121.075,94.608,95.6967,250.14,65.8376,57.2963,-9.01774,30.9785,0,0,0,0,0,0,0,0,0,0,81.6845,0,42.5409,0,0,0,0,0,0,0,0,0,0
1679.13,844.825,335.702,626.267,685.54,716.925,235.153,460.526,158.829,424.735,857.591,667.066,597.569,539.635,402.247,838.831,321.221,309.253,633.963,665.395,474.189,777.102,706.934,778.686,504.792,453.744,758.799,597.133,381.758,413.872,379.634,435.88,410.217,355.312,688.185,485.757,210.451,329.886,339.218,372.36,249.323,436.886,520.703,362.254,287.748,300.284,339.872,403.845,199.701,84.3038,382.617,280.292,382.472,391.795,245.007,93.3734,280.362,164.301,202.818,129.76,235.651,238.628,134.754,199.207,381.213,197.547,236.623,243.14,-8.64336,299.639,177.871,85.4392,150.847,141.142,89.5016,0,4.14368,98.0824,8.12524,7.82051,119.685,64.3717,-15.5104,-22.7985,33.6236,34.1885,0,0,0,0,-15.4327,-60.7843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.191,0,0
719.626,965.514,335.702,208.756,783.475,738.433,610.689,332.656,317.658,303.619,873.304,494.729,428.395,927.707,392.724,517.997,387.851,684.051,539.133,558.112,367.985,471.712,977.591,400.631,330.449,326.161,336.799,791.809,566.358,418.919,449.465,531.995,471.607,735.806,438.233,303.403,267.129,474.511,370.835,579.444,7.37197,76.8212,184.616,266.025,422.607,238.256,152.218,357.634,113.915,105.375,272.348,108.645,119.997,310.031,69.8679,206.354,159.751,83.8715,92.2392,258.223,255.102,182.773,194.196,-0.73177,169.352,63.6634,211.748,61.3809,123.002,106.484,81.1409,116.556,44.3691,29.4989,119.335,30.1674,-19.7933,21.3532,88.5821,0,0,32.1859,65.4108,0,0,34.1885,0,0,0,0,73.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.3332,330.36,1006.03,597.318,474.173,409.424,697.93,415.82,79.4144,227.714,145.551,268.773,330.038,631.028,497.229,529.938,835.633,489.673,737.836,710.427,581.087,1271.93,436.145,723.151,969.043,801.248,594.938,972.806,648.261,720.074,489.019,512.528,1104.83,536.9,699.162,804.499,838.678,637.868,634.127,1261.49,556.016,597.044,770.455,370.367,623.542,480.44,711.941,412.913,583.427,661.725,705.727,379.856,208.589,1037.91,854.412,499.902,446.952,427.201,504.527,347.132,262.555,295.134,682.684,302.483,292.188,386.791,348.566,381.992,271.431,268.281,58.4952,27.4265,56.9997,106.541,182.251,91.3056,152.098,209.034,15.9548,-9.38044,30.4426,32.1859,92.2549,38.9488,0,0,34.5898,-20.1429,-2.80252,0,0,112.626,0,0,0,0,0,0,0,0,0,0,45.3741,0,0,0,0,0,0
0,363.231,670.325,626.267,97.9343,496.919,577.232,166.328,238.243,607.237,218.326,73.8898,457.827,683.196,815.987,433.668,808.153,268.88,599.591,467.413,575.401,517.658,447.31,562.943,358.593,420.59,813.606,714.632,419.409,429.812,390.864,451.845,612.462,946.721,294.937,724.787,422.66,326.751,727.437,367.049,104.011,245.162,276.139,164.883,36.9764,509.325,398.721,254.946,319.853,386.49,154.208,320.792,317.689,197.667,480.576,262.622,55.27,70.6651,219.98,169.952,32.1635,43.6876,205.709,75.2774,189.346,229.955,321.31,92.7149,146.626,232.321,23.729,88.1165,136.759,22.8396,115.788,147.886,99.3209,-6.8878,-15.5643,113.375,17.1497,-18.021,65.4108,99.0883,33.6236,0,-17.1553,29.8785,-93.6561,-0.960981,36.859,0,38.2687,0,0,40.3074,0,0,0,0,0,44.731,0,185.782,0,0,0,0,0
479.751,362.068,447.602,939.4,489.672,496.919,577.232,4.17135,551.918,607.237,419.147,715.381,796.489,319.94,756.607,543.824,399.783,210.351,398.495,414.554,670.277,240.881,339.569,189.46,445.727,168.541,495.041,98.9074,205.234,440.379,192.23,112.823,293.587,45.609,437.45,280.739,204.916,177.523,55.8811,186.234,71.5708,267.865,395.006,392.712,161.195,86.6272,239.18,245.987,136.462,191.178,36.3494,345.69,30.3929,211.993,348.814,55.2547,231.578,125.796,280.385,145.426,167.157,328.911,96.5035,203.237,188.459,56.5999,243.639,157.938,142.805,85.9757,86.9656,87.4789,0,176.993,119.335,60.3349,30.4197,0,0,63.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752.293,950.242,1341.73,597.318,1564.06,617.543,684.645,895.575,635.315,742.874,1252.69,708.246,947.851,1106.7,1355.45,1283.21,1881.91,1837.89,1053.03,1424.2,1599.83,1985.89,1786.92,2209.81,2042.38,1825.66,2797.86,2178.83,2038.43,1828.2,1712.64,1309.53,1726.95,1680.6,1694.14,1147,1678.56,1272.8,888.147,1145.17,938.899,633.602,929.788,889.955,353.752,665.707,587.533,561.782,409.765,591.704,286.597,170.058,98.5416,246.293,361.862,352.985,190.681,40.0075,46.0734,235.346,41.2624,127.014,146.363,7.908,180.427,129.086,105.554,85.605,90.5536,27.5814,144.48,0.138506,159.102,117.995,0,32.4574,33.9971,30.7225,31.0099,0,-0.570418,-7.92289,192.898,33.6508,32.9911,0,0,0,0,-24.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1644,0,0,0,0
719.626,0,223.801,417.511,195.869,461.52,436.206,498.984,619.958,242.393,218.326,67.4438,320.969,326.76,368.527,170.83,148.502,340.322,544.139,455.776,446.051,290.298,705.985,419.58,524.242,610.93,530.951,854.235,411.312,880.052,729.664,339.37,817.785,273.243,785.41,531.612,322.99,607.46,373.894,301.47,369.112,599.659,216.142,409.557,214.89,241.596,218.119,55.2908,281.307,328.442,188.427,177.029,112.994,17.116,81.8048,300.918,167.572,8.95537,358.622,50.8316,61.837,86.5949,94.2772,-49.87,144.246,84.6374,132.55,137.297,54.5083,-0.32271,48.9635,111.145,88.1816,29.4989,29.8339,150.837,0,-36.7457,32.2039,-3.05356,0,32.1859,32.7054,0,0,0,0,0,0,0,0,112.626,38.2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,482.757,223.801,104.378,391.737,184.608,87.2413,83.1639,79.4144,303.619,145.551,62.2416,463.254,514.738,426.921,529.89,259.517,478.268,65.6806,439.877,582.577,865.203,651.147,392.386,843.816,820.189,878.346,684.601,1071.93,768.2,216.665,829.349,586.848,436.272,376.345,418.489,447.936,459.539,409.66,339.363,249.339,561.661,508.059,257.958,253.941,179.702,136.947,131.779,55.9208,225.094,108.01,224.763,102.371,114.057,76.8847,42.6709,202.456,-16.0442,100.836,157.042,29.2508,52.2386,128.518,-0.944214,107.723,23.1624,22.8955,66.3077,56.7945,29.3853,120.847,100.918,58.7877,0,29.8339,60.3349,30.4197,122.89,0,31.536,31.8989,0,0,66.0588,100.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120.689,111.901,208.756,195.869,184.608,348.965,0,222.886,90.5832,0,137.101,128.814,193.363,185.24,603.428,503.804,716.361,472.584,680.126,358.392,335.924,509.784,78.0913,210.288,255.318,283.143,249.684,205.278,538.52,182.797,504.016,812.376,430.667,502.444,353.625,490.132,164.138,294.601,352.067,221.561,313.204,341.261,132.158,52.8128,189.673,317.524,71.9504,93.5948,135.951,83.8588,56.7702,134.257,37.2663,219.658,108.976,37.3962,91.8772,69.9471,99.9965,12.5271,-2.76267,128.631,36.1634,2.00149,194.347,105.24,155.69,29.7674,48.7773,40.9813,24.2173,145.985,55.7374,-6.81849,-11.7069,91.259,0,33.8038,3.3994,45.3958,64.3717,0,0,-11.1425,-3.60371,0,0,35.7823,0,0,0,-11.6586,-16.7585,39.5071,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3611
272.542,466.321,111.901,104.378,293.803,461.52,174.483,415.82,381.715,90.5832,145.551,135.804,187.893,797.849,356.979,597.119,224.523,439.404,268.493,388.067,523.438,479.32,514.49,396.593,328.401,458.137,550.9,765.396,366.005,753.258,459.008,298.035,307.455,329.448,490.236,373.033,419.053,164.737,221.1,411.776,328.683,158.357,384.572,197.661,318.369,307.32,202.543,322.662,139.77,331.727,118.289,337.204,220.216,201.961,112.465,123.562,26.0948,-19.522,29.5081,102.641,150.462,12.1687,14.5996,138.471,144.736,98.3432,6.89609,7.82834,46.2795,59.4456,101.42,0,53.1969,35.1097,119.335,0,35.2032,-7.87455,0,0,63.7978,0,0,0,0,0,0,0,0,0,73.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,362.068,0,313.134,97.9343,276.912,348.965,582.147,238.243,75.9047,72.7753,207.556,453.933,533.932,353.241,316.937,292.948,452.932,273.11,257.956,250.977,293.53,111.749,165.225,232.909,266.59,35.7942,151.705,149.929,342.686,304.366,254.99,210.691,135.95,-14.2834,114.313,148.063,379.86,297.112,229.318,372.449,257.619,252.555,143.212,200.517,37.0085,160.905,316.351,128.646,48.8383,36.2296,171.925,232.111,45.9138,112.607,97.625,131.211,96.9926,64.4807,127.69,88.3203,18.449,-51.7209,129.645,8.89535,52.3563,4.50434,154.427,65.6192,33.1693,-2.91234,46.8717,69.7478,101.295,137.426,30.1674,0,184.335,0,0,31.8989,0,32.7054,0,67.2472,0,34.5898,35.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
